x0	x1	x34	x35	x36	x41	x45	x46	x68	x84	x93	x94
59.27594792	-25.17567993	volkswagon	thurday	-6.722702084	-$142.40	0.00%	-9.918532014	sept.	7.09152088	asia	-0.615133842
-40.44719262	35.94340858	volkswagon	wednesday	-3.255760047	-$1,027.17	0.01%	-0.580064778	Jun	-4.823272748	america	-0.665351944
30.08760507	-20.26515886	chrystler	thurday	-1.136890319	$344.20	0.00%	1.082240839	July	-12.43109056	asia	0.529056559
16.96362369	-8.940815379	volkswagon	thurday	4.703882683	$708.43	0.01%	-1.14411368	Aug	-5.24412648	asia	-0.39257318
-21.18226911	-24.98756199	volkswagon	thurday	4.090718812	$344.59	0.01%	2.396398871	May	6.093067143	asia	-1.143884632
7.91847987	-9.501854922	Toyota	wed	-1.229464321	$673.54	0.00%	2.985518054	July	0.346221078	america	0.769412067
-4.79282816	-12.42872212	tesla	thur	-3.466812048	-$769.48	0.01%	8.040015648	Aug	6.849074755	asia	-0.204877956
7.524884633	-12.46012171	bmw	thur	1.29882742	-$257.74	0.01%	4.04702726	July	5.388417388	asia	-0.192277024
-2.141176212	-1.459258199	bmw	thurday	0.463844956	$61.11	-0.01%	8.620393368	sept.	0.333420548	asia	-0.889751728
-8.490736259	-12.87535951	volkswagon	wednesday	7.039735935	$58.33	-0.01%	1.828086612	Aug	-7.05005995	asia	1.576460667
-10.21243186	-6.989711836	volkswagon	wednesday	-1.251657812	-$1,032.54	-0.01%	-6.396589506	July	5.034876349	asia	0.259198008
25.94363378	-14.24507187	Honda	wednesday	0.230038282	$942.30	-0.01%	-1.720409009	July	-1.106914924	asia	0.600078213
37.20946188	-5.121440262	Toyota	thur	0.085625478	$672.06	-0.01%	0.561548983	sept.	-7.421745479	asia	0.510473489
-1.082062517	-4.260334057	Honda	thur	4.540481792	-$386.49	0.01%	-10.95332485	sept.	5.26816811	euorpe	1.465531426
39.60366628	9.261536696	Toyota	wed	-3.405584618	-$334.91	0.00%	-0.634377148	Aug	3.288145029	asia	-0.893985628
48.41431999	-12.5802953	Toyota	thur	-0.55020665	-$375.25	0.00%	-1.055898823	sept.	10.70497576	asia	1.986022245
15.74651291	-44.27192522	Honda	thur	1.166392607	$304.93	0.00%	4.341611439	July	-12.44697848	asia	-0.637037986
-23.74943693	-14.57771863	volkswagon	wed	1.115809676	$1,218.54	0.01%	-2.783677217	July	-6.393697761	asia	-0.784997619
61.7139536	-24.57447803	Toyota	wednesday	-0.849818279	$1,418.15	-0.02%	-2.496280654	Oct	-1.545166621	asia	-1.02206262
-72.97768179	9.493978455	bmw	wednesday	7.807362034	-$781.28	0.01%	1.921031532	May	-3.456002936	asia	0.541244555
23.8032757	19.18744304	Honda	wed	1.992278125	-$1,173.34	0.00%	-5.198006378	July	-8.102569591	asia	-0.551383672
-11.4368103	-2.764214062	bmw	wed	5.800514278	-$998.68	0.02%	2.9240411	Apr	9.319188156	asia	-0.894757151
12.53771057	-17.14926705	Honda	thur	9.6968472	-$1,636.38	0.01%	-3.062900423	Apr	4.788414501	asia	-0.067280158
-14.2519925	2.107395816	Honda	thurday	0.244724025	$600.99	-0.01%	0.514120065	July	-16.84381343	asia	1.343004529
21.66115234	-8.855019957	Toyota	wed	7.031044409	-$902.47	-0.01%	-4.823518966	Jun	-2.460728302	asia	2.104575254
-9.122502673	20.24676633	bmw	wednesday	-0.206652763	-$2,502.46	0.01%	-2.566002129	sept.	-12.25553505	america	2.242760573
-23.46353482	7.015027303	tesla	thur	4.987704704	-$917.64	-0.01%	-10.59868376	Jun	-2.697301851	asia	0.823406447
-7.992919024	-13.04906029	volkswagon	wed	-6.532321398	$980.64	0.00%	-1.926058289	Jun	-3.774145495	euorpe	-1.107443225
3.832762079	-11.11004777	volkswagon	thurday	-6.860386582	$70.08	0.01%	1.862128606	Jun	-17.61947294	asia	0.816706147
-18.81136265	-36.9640889	bmw	wed	-1.009264574	-$981.82	-0.01%	3.802835161	May	-17.68806592	asia	-0.342140125
-35.12896173	-9.892591407	bmw	wednesday	2.238745214	$79.44	0.00%	-3.10297895	Jun	-14.11914863	asia	-0.575153787
14.17312628	-6.403409676	chrystler	thurday	10.51292827	$112.69	-0.01%	-1.854903431	sept.	-6.075394114	asia	0.882564611
-9.179836886	4.58031251	bmw	wed	-4.039373183	-$622.36	0.02%	-2.225464692	Dev	-4.604765402	asia	-0.842632811
39.37076516	-6.807008051	Toyota	wed	4.507591696	$1,481.73	0.01%	-0.942657934	sept.	6.476491427	asia	0.161034996
-17.22602601	-4.295559096	Honda	wednesday	-3.339251374	-$800.51	0.00%	-3.818372703	Jun	-5.589529526	america	0.059421218
12.66550911	5.760118683	Toyota	thurday	1.065589036	$138.53	0.00%	-3.328006934	July	-2.356844464	asia	-1.509512918
-26.74750846	-17.78868224	volkswagon	thurday	2.220802037	$612.06	0.02%	2.924749333	Jun	-2.422753485	asia	0.55478979
47.03911507	4.243917569	Toyota	thurday	2.391688557	-$423.54	0.00%	-3.685709024	sept.	17.08319782	america	-3.449962669
24.65478684	-2.6433565	Toyota	thurday	2.174285808	$613.94	0.00%	3.115880157	sept.	-3.189667403	asia	0.95800759
49.44058849	-18.32586047	nissan	wed	6.586133036	$2,388.15	0.00%	-6.755158574	July	15.14239635	america	0.139779386
29.86371838	-1.760596383	volkswagon	wed	0.484970351	$539.67	0.00%	-0.34612572	July	16.40303528	asia	-0.00107129
44.23665434	8.865742938	volkswagon	thur	-0.738698144	$2,134.08	0.00%	2.740051601	Jun	-0.860814661	america	1.306678102
-31.88912569	-0.219391024	volkswagon	wednesday	-1.178551207	-$661.52	0.00%	4.024780643	Jun	0.879232475	asia	0.032292361
-19.97516453	-16.75107217	Honda	wed	3.100069698	$1,201.93	0.01%	-7.868738367	Aug	3.074940007	asia	-0.065674711
-7.844810661	10.20047629	bmw	thurday	-0.313889451	-$286.83	0.01%	-1.290271777	May	-4.030642863	asia	-0.16030567
-2.857153992	-8.516064653	bmw	wed	-0.749590619	$636.20	0.00%	1.411148034	Jun	10.10387275	asia	2.094830442
3.338762586	-11.46230291	volkswagon	wed	1.7118121	-$1,407.27	-0.01%	-1.602640342	sept.	22.86586272	asia	1.006964264
18.5310677	-0.871576427	volkswagon	thurday	3.100585821	-$1,090.66	0.01%	-0.604869631	July	2.364872259	asia	1.20261963
21.62435217	-7.060501874	volkswagon	thurday	3.397706561	-$289.83	-0.02%	3.963667681	Aug	14.43037166	asia	-1.9555939
25.82249224	9.467358449	chrystler	wed	-2.261048053	$365.33	0.01%	-1.392021734	sept.	-15.55751813	asia	1.501776252
11.24336345	18.85017024	bmw	thurday	-0.861119806	$372.62	-0.02%	-3.797125844	Jun	5.265867373	asia	2.013078584
-42.21754757	25.05081302	tesla	thurday	6.419681405	$1,410.97	0.00%	-3.444874694	Aug	-5.965054221	asia	-0.660003961
-10.00363348	-24.38324637	bmw	tuesday	2.89926147	$983.98	0.00%	1.942824821	Mar	-11.98116026	asia	-1.206540791
18.49034693	39.11059481	Toyota	wednesday	-2.168777146	-$407.40	0.00%	-5.857492608	Jun	-13.30075318	asia	0.269566734
62.80075683	-20.30873077	bmw	thurday	-2.455500825	-$333.82	0.00%	3.531335266	Oct	6.086251628	asia	1.551565526
-2.392135963	-13.30054097	volkswagon	thurday	0.676571162	-$1,330.64	0.01%	-2.137260653	Jun	-13.12508258	asia	-0.832188845
9.729254406	-10.12558391	nissan	thurday	-2.391202488	-$738.88	0.01%	-0.342919732	sept.	2.561861895	asia	0.320921307
-0.37508848	-28.85281964	bmw	wed	5.758918757	-$0.09	-0.01%	-6.004975878	July	5.878470142	asia	1.307604972
-46.35628572	-5.147036303	Honda	tuesday	3.345647193	-$447.73	-0.01%	6.999606919	Jun	0.166119406	asia	1.395265376
51.09303917	-9.522971572	bmw	wed	-2.294933309	$587.90	0.00%	8.732097574	July	10.36652168	america	-0.512175757
-26.08491231	4.122535124	chrystler	thur	-3.768411668	$575.25	0.01%	-4.290138167	sept.	-3.686417947	asia	2.045434243
-66.45282254	-10.46351232	volkswagon	wed	3.586522441	-$2,171.55	0.02%	14.37585957	Jun	-1.225855235	asia	0.68363792
-5.64845988	11.37167996	volkswagon	wed	2.770597448	$1,185.39	0.02%	-3.602884645	Aug	-11.09304758	asia	-0.122208618
-5.806974326	-28.3684288	volkswagon	thur	-4.3794898	-$1,053.00	-0.01%	3.73471753	July	1.893053602	america	-2.746531609
-8.926817082	-2.94811427	Toyota	wed	7.58001222	$666.43	0.00%	11.01185863	May	-7.209956119	asia	0.933454379
-54.28292521	-1.545860244	bmw	wednesday	3.147518722	-$160.13	0.00%	0.366523248	Aug	0.392377362	america	-0.14644565
45.62903659	-27.56424461	bmw	thurday	3.883575287	-$1,320.24	-0.01%	-11.54614989	Aug	8.232118935	euorpe	-1.094677262
-17.37844155	-3.91781484	Honda	wed	-1.782071021	-$344.32	0.02%	-9.399979812	Apr	2.624923855	asia	-0.021428972
1.763013793	14.07450861	Toyota	wed	3.731069161	-$204.60	0.01%	1.819226048	July	-2.962025025	asia	1.506788984
20.17246802	-1.793806861	Honda	wed	-8.418040398	-$1,767.95	0.00%	0.938238692	Aug	2.593483896	america	-0.393278466
43.12071513	-5.858667959	volkswagon	wed	2.95637861	$1,466.58	0.00%	5.781695385	sept.	-13.25866675	america	-1.777716039
-18.17884164	-10.78699542	bmw	wed	4.974784542	-$800.61	0.01%	0.407068792	July	16.8063319	asia	1.180312859
18.42149396	15.60667334	bmw	wed	-2.1266136	$536.00	0.01%	-0.523402582	sept.	11.63112328	asia	-0.536336012
-8.036702195	-0.627227786	bmw	wednesday	-0.044733465	$141.95	0.00%	5.203305692	July	13.32065964	asia	1.901085075
18.1002438	5.834540656	Toyota	wed	-4.931616888	-$1,195.59	-0.02%	1.545334044	May	-2.073081919	asia	0.108206368
15.84548116	-9.481287839	volkswagon	wed	-0.388196401	$447.72	0.00%	0.631196833	Jun	-2.581694206	asia	-0.281863313
-27.00452351	14.84671431	volkswagon	wednesday	3.317234981	-$60.31	0.01%	0.444495628	July	9.648189094	asia	0.000539077
43.03870247	-18.66637308	Toyota	wed	4.185681037	-$398.31	0.00%	0.350874893	July	-10.44451409	asia	1.662724379
18.00764757	14.4974065	Toyota	thurday	-2.637841132	-$804.32	-0.01%	9.642561781	Jun	-1.720820993	asia	0.003797166
57.59204289	18.96787799	Toyota	thur	3.88491712	$202.24	0.00%	-8.279699802	May	3.367729076	asia	2.521958814
16.04677204	-7.845678686	Toyota	wednesday	0.5698945	-$251.45	0.01%	3.369166464	Jun	-3.98883274	asia	-0.709618834
63.03208089	-15.11723468	volkswagon	tuesday	0.475734524	-$1,881.71	-0.01%	3.483564685	May	-6.2496212	asia	-1.900546743
-18.60128944	-6.076727591	bmw	wednesday	-3.574902861	-$566.85	-0.02%	-9.27052305	May	5.239415162	asia	-0.777745458
7.601567172	-11.31361142	volkswagon	thurday	-3.201481749	-$1,327.19	-0.01%	4.636576969	Aug	1.166213334	asia	-0.748895556
3.560624836	33.2636742	bmw	wednesday	4.368719989	-$386.59	0.00%	2.992125476	sept.	-4.671726719	asia	-1.209648096
28.68315028	6.104192696	volkswagon	thurday	-5.350999828	-$473.01	0.00%	0.666299644	Aug	-1.258236693	asia	-0.653688254
3.88126658	0.474698272	volkswagon	wed	-3.695146105	-$275.08	0.01%	-8.602880712	July	-3.520703354	asia	-0.131529825
-16.97068729	-18.63844021	Toyota	wednesday	2.649034202	-$1,939.71	0.00%	0.614675076	Aug	2.459205877	asia	-0.856948545
38.26666785	2.041908208	volkswagon	wed	0.51235957	$114.56	0.00%	-7.206785803	sept.	-8.312223271	asia	1.801250208
11.00073565	0.439698736	volkswagon	thur	0.326108206	-$3.77	0.01%	-3.749868622	May	-0.663414251	asia	-1.640530633
60.21881206	-28.41104557	tesla	wed	-2.852199975	$1,062.57	-0.01%	-6.496031927	Jun	7.09452623	asia	0.847762581
48.79281431	-10.41805859	Toyota	thurday	4.857007631	$2,112.46	-0.01%	2.193935227	sept.	8.702723388	asia	0.866563699
9.478172621	10.12766505	Toyota	thurday	1.202256107	-$2,414.82	0.00%	-3.672537846	sept.	-3.450640894	asia	-1.120977377
33.63241734	-11.42844831	Toyota	thurday	-1.844998952	-$420.56	0.00%	-6.869499337	Aug	1.661863125	asia	0.498888664
35.61719222	19.22599631	bmw	wed	-0.682613016	-$284.52	-0.02%	4.121931648	July	-0.972615009	euorpe	-0.105917138
7.505511823	-1.085476498	volkswagon	thurday	-2.027681286	$738.40	0.02%	2.913473992	July	4.892351916	asia	0.037199686
37.73911945	32.20768116	tesla	wednesday	2.888379206	-$80.82	-0.02%	-1.934546254	Aug	7.796516409	asia	-0.355678026
4.377439846	-6.388792358	Toyota	wed	-1.609619612	-$1,611.33	0.02%	1.384535843	Jun	-3.265998508	asia	-1.134685535
47.53328607	-15.47772153	Honda	thurday	-1.717412928	-$468.82	0.00%	-1.988910571	Aug	7.692616318	asia	0.582117717
-19.91854337	1.035983865	bmw	wed	1.158336691	$130.00	-0.01%	-2.652394443	July	23.65303773	asia	1.858356197
22.67470197	-1.521057819	chrystler	thurday	3.536402034	-$2,128.17	0.00%	-3.720596464	May	-6.061292237	asia	1.122924071
10.8967669	-4.995059939	volkswagon	wed	-7.389200403	-$788.84	0.00%	0.832436981	July	-18.28954778	asia	-1.114428738
11.35435641	-30.22026608	Honda	wed	-0.487556558	-$41.68	-0.01%	3.679021712	Oct	5.187318955	asia	-0.818220159
-24.14894351	-1.145874592	Honda	wednesday	-2.239699585	$18.41	0.00%	2.997216057	Jun	14.78825516	asia	-1.16781893
70.43336267	-45.59490082	Honda	thur	-1.469956405	$1,276.51	-0.01%	-4.169467892	July	14.30635782	asia	0.099698121
-14.50570673	6.198797859	bmw	thurday	-0.354461771	-$1,273.49	-0.02%	-4.308990938	Jun	13.01972207	asia	-0.877135411
26.73370668	16.81735389	Toyota	wed	-0.508127726	-$251.93	-0.01%	-3.507039531	Jun	5.40216458	asia	-1.046556074
25.76927357	0.964671303	tesla	thurday	-1.386251146	$2,144.95	0.00%	8.906817579	Jun	-4.960997496	asia	-0.313322058
7.016843397	-47.25398286	Honda	wednesday	-1.100832682	-$940.13	0.00%	0.331635905	sept.	6.480106878	asia	-0.883920079
-31.31228808	-34.84786331	Toyota	wed	-4.795429768	-$842.62	-0.01%	-0.855544794	July	-2.110131459	asia	2.311484411
-16.95808802	0.758341713	volkswagon	thur	0.759372492	-$2,120.13	0.00%	-6.548891084	July	-3.927616972	asia	0.204330756
16.40168904	-6.327134643	bmw	wed	2.663760352	$1,444.70	0.02%	0.239310666	May	7.020593015	asia	0.03543458
12.44547176	-7.947527173	Honda	thur	1.420151132	$823.01	0.01%	7.667254348	July	4.67681287	asia	0.223115971
-21.34024274	-19.28145223	bmw	wednesday	1.39176886	-$427.81	0.00%	-13.15303785	Jun	-1.869415403	asia	-1.690099399
49.60162169	-10.52612577	Toyota	thurday	0.868905976	$2,217.10	-0.01%	5.956364119	Aug	15.35212575	asia	0.466246105
-25.14612495	11.80069701	Toyota	thurday	3.201572182	-$248.06	0.01%	-2.18602227	May	12.14571348	asia	-0.643163684
-1.519221166	-1.359321681	Toyota	wed	-9.425153277	$334.28	0.01%	7.238002599	May	0.454278219	asia	-0.657150676
31.04088873	-17.30495935	bmw	wednesday	-4.278223007	$1,448.39	0.02%	-7.645200125	July	-10.38789569	asia	0.26380805
-21.6792797	11.49790554	Honda	wed	0.386999048	-$514.75	0.01%	6.959763043	May	7.935036086	asia	0.797296839
62.13935857	-23.64187257	Honda	wednesday	-5.142414177	$955.86	-0.02%	-8.536956314	Oct	1.653902214	asia	-1.302988751
33.47331497	-5.4609201	volkswagon	wed	0.441045376	-$324.31	0.01%	0.647453971	Aug	0.515931884	asia	-1.517398662
-20.54146399	-2.705736555	volkswagon	wed	-0.844405215	$227.04	0.01%	1.989202096	Aug	1.337353076	asia	-0.018207957
-24.67249678	0.863572086	volkswagon	thur	5.394559303	-$753.67	0.00%	-7.013591402	July	13.94958233	asia	-1.47883674
-33.80321403	16.7214324	Toyota	wednesday	2.966657568	-$456.80	0.02%	5.355364215	July	-6.697519949	asia	1.534277793
105.4306921	17.97750021	bmw	thurday	1.284641521	$688.19	0.00%	0.466987472	Oct	-1.026240825	asia	0.440896144
17.91777395	6.997752812	Toyota	wed	-6.185070209	$2,470.88	-0.01%	-3.600733643	Oct	-3.363241435	asia	-1.060370944
57.95774007	-14.8938669	bmw	thurday	-0.463880153	$294.63	-0.01%	-0.331856825	sept.	13.58266997	america	0.764716562
-48.22796382	1.134012702	Toyota	wed	1.635328916	-$2,170.98	-0.01%	1.917905702	May	0.439431698	asia	-0.436823437
17.09345333	2.969345164	volkswagon	thur	4.461318267	-$288.08	0.02%	3.944199869	Aug	8.568118224	asia	-0.013766081
-4.056553336	24.55418139	Toyota	thurday	11.0122835	-$906.84	0.01%	3.496885027	Mar	-4.499000476	asia	-0.512552756
51.63330531	-14.07656807	Toyota	thur	0.159734108	$1,596.24	-0.01%	-13.88905131	July	-2.957592105	america	0.310013956
104.4168219	-71.02393289	volkswagon	wednesday	2.426539545	-$483.75	0.00%	0.007992372	sept.	-7.439874233	america	1.245315961
-13.24169062	-35.79239267	tesla	wed	0.385510563	$1,058.94	0.00%	2.098940662	Jun	-3.555941373	asia	-0.728044107
-7.830799492	-1.605679368	Honda	thurday	-0.713397728	$502.86	0.00%	8.260070906	Jun	-7.308957237	asia	1.139921241
31.07990934	-0.391273022	Toyota	wed	-0.658481007	$795.48	0.00%	-2.99956758	Jun	-7.297106635	asia	1.054575411
22.86084229	-1.347967614	volkswagon	monday	-3.370369158	-$431.56	0.00%	9.210238263	sept.	6.202781405	asia	-0.274089942
-20.45445694	-5.535326676	volkswagon	wednesday	1.522795564	-$2,124.46	0.00%	3.068469998	Jun	7.070331526	asia	1.134196778
-33.18154373	21.19310465	volkswagon	thur	2.572407268	$533.54	0.00%	-2.287543303	Aug	0.245354834	asia	-0.697799816
-44.64257855	-27.56872035	volkswagon	wednesday	6.030612436	-$1,699.78	0.01%	-5.413321567	July	-7.178986756	asia	-0.639020442
1.930577941	-6.761423212	volkswagon	wed	2.772620253	$783.90	0.02%	-1.103655961	Jun	9.358236908	asia	2.125204659
-14.22550957	0.184981877	Honda	thurday	1.464225558	-$1,384.14	0.00%	-6.238180138	May	-2.48797382	asia	0.337064448
-26.58583286	-26.44274274	volkswagon	wed	3.343093212	-$858.13	0.00%	4.700144713	July	5.928736791	asia	-0.720178534
47.51407113	-15.77961145	Honda	thurday	4.535074612	$1,505.43	0.00%	1.254479455	Jun	1.293041449	asia	-1.409374285
-16.22925751	-14.45419968	bmw	wed	2.830209613	-$1,281.55	0.01%	2.483112639	July	-12.58156415	asia	-0.88709254
-30.39622817	6.454555841	tesla	wednesday	0.421883342	$1,065.88	0.01%	-4.699042908	May	2.967591761	asia	1.732168937
-3.22000246	-11.43000035	Toyota	wed	-0.668583003	-$598.16	-0.01%	-1.227191978	Jun	8.894037406	asia	-0.797794855
21.62064414	-13.36547326	Honda	wed	7.816258893	$123.03	-0.01%	-4.4815831	Aug	14.68786919	asia	0.581577783
-18.49307246	14.23987278	bmw	thurday	0.179937012	-$926.89	-0.01%	-8.955765364	Jun	6.359168433	asia	-1.534856602
-10.95024977	10.38389876	tesla	thurday	0.984142202	$650.59	0.01%	-1.808511757	July	0.270009123	asia	0.268621987
-2.547253751	17.61506129	bmw	thur	3.706720912	-$1,981.93	0.00%	10.59781832	Jun	11.41255982	asia	2.044206257
19.82605808	24.36469647	volkswagon	thur	-1.508284427	-$2,138.07	-0.03%	-10.78292732	July	12.28621883	america	0.579679921
-54.18374253	-9.4542555	Toyota	wed	4.811008697	$486.71	0.02%	2.653810258	Apr	8.343091888	asia	-2.847429457
4.967111319	-35.94182144	tesla	wednesday	1.987289063	$1,099.63	-0.01%	-0.240540562	Jun	20.63389276	asia	-1.384519214
-1.944900717	-10.82023227	Toyota	wed	-4.115035772	-$995.39	0.00%	-2.864025867	May	-11.66290892	asia	-0.051322942
22.65001329	-16.07700172	Honda	thur	-3.179790523	-$1,498.58	-0.01%	6.827790697	May	-7.94808679	asia	0.805117604
6.544785903	2.081271346	Honda	wed	-2.52324808	$1,015.59	0.00%	-3.840935925	Aug	-9.42594494	asia	0.52412977
-0.771967613	13.32244987	bmw	wed	2.608857378	$336.18	0.00%	4.963017766	Jun	8.604143111	euorpe	-1.890811079
14.30715622	-4.590352758	volkswagon	wednesday	0.228613181	-$900.77	0.01%	-1.812320569	Aug	4.744343385	asia	-1.120137336
70.16123681	-31.15420961	Toyota	thurday	1.311322923	$1,919.96	-0.01%	-2.925080744	Aug	-9.17727407	asia	-1.593655281
31.23266855	-13.26525196	bmw	wed	-3.643767049	-$995.27	0.00%	-3.679209887	July	-10.61272959	america	-0.603789414
31.40223505	-38.83961034	volkswagon	thurday	-0.209109012	$160.86	-0.01%	-1.78214552	sept.	9.232435462	asia	-3.511749458
21.68876538	13.08640596	Toyota	thurday	-1.508128891	-$701.21	0.00%	8.21731651	May	7.67731968	asia	-0.729660864
14.13040866	-13.43245861	Toyota	thurday	-5.72537219	-$423.56	0.00%	2.644870214	Aug	4.312743182	asia	-0.456999438
-13.44318646	-7.268723231	chrystler	wed	4.878785757	-$1,022.39	0.00%	-2.125304695	Jun	8.385533528	asia	-1.498280878
13.43878216	-21.89052747	tesla	wednesday	-0.0430364	$1,033.17	0.02%	-6.106624582	Jun	-4.843333554	america	-0.089882251
-41.30130559	-9.943674487	bmw	thurday	-2.028161188	-$485.58	0.00%	1.21318479	Jun	2.285265075	asia	-0.947798831
-22.20049181	5.734667611	Toyota	thur	-0.16785741	-$1,053.26	0.01%	-11.25278662	July	9.649590327	asia	-1.222675262
-19.49681452	17.01779212	Honda	wed	2.214108611	-$661.29	-0.01%	-1.367701966	Apr	2.281691866	asia	-1.494467536
-21.48093866	8.593708255	bmw	thurday	4.451524114	$457.14	0.00%	-1.989077226	sept.	9.544800516	asia	-0.439870823
13.37566542	10.57895834	volkswagon	thurday	-6.349182233	-$1,189.09	0.00%	-2.681122427	sept.	-7.575791443	asia	1.051978362
38.49709672	-22.72062981	volkswagon	thurday	-7.07265035	-$204.85	-0.01%	4.66769741	Aug	-1.152748312	asia	0.182403982
8.739879696	-0.214970611	Toyota	thurday	0.428367647	$812.82	-0.02%	-1.992095721	Apr	1.900183502	asia	-1.41870156
39.42122994	-7.495281467	Toyota	wednesday	-0.184068009	-$7.87	-0.01%	-9.414248177	May	2.732961126	asia	-0.788743396
55.84770658	-7.827693551	bmw	thurday	-2.277958914	-$725.33	-0.01%	-3.884416127	Aug	-3.587427179	asia	1.341948916
70.46425997	-4.147143657	Toyota	wednesday	-3.323857013	$1,104.70	-0.02%	0.308171338	sept.	1.858484924	asia	0.373235052
-12.38608797	-1.818314833	Honda	wed	2.2503551	-$509.19	0.00%	5.869596631	sept.	-5.807232691	asia	0.21107028
73.06889301	-5.157646455	Toyota	thurday	-3.300349803	$356.26	0.00%	0.76117049	July	-0.354838252	america	-0.00797194
28.0468778	-4.619021756	Toyota	wed	-3.748858391	$160.65	-0.02%	2.028739136	Aug	0.06040606	asia	-0.076265332
9.679824043	-3.254814137	volkswagon	wed	3.594360715	$2,108.98	0.00%	-14.16385529	Aug	-0.69805112	asia	0.267333116
-16.71045008	3.373251661	Toyota	wed	1.447081488	$864.92	0.00%	-7.923283005	July	22.53729055	asia	-0.670789231
0.006823865	-15.96761921	Toyota	wednesday	2.281183712	-$529.87	0.00%	1.970864435	July	-8.201881207	asia	0.523732428
33.19598145	-9.165734994	Toyota	thurday	-4.192152208	$1,293.57	0.00%	-2.610388605	Jun	-15.27793165	asia	1.083875792
-3.327133719	23.74605645	volkswagon	wed	-2.179028396	$75.25	0.00%	13.66564057	sept.	-1.371378077	asia	-0.937809501
37.2295157	3.160081256	volkswagon	friday	-5.129719183	-$103.14	-0.01%	-0.969901793	Aug	-11.39569799	asia	-0.390006122
-5.372789523	-4.705834625	volkswagon	thurday	-5.210394448	-$1,230.33	-0.01%	-1.499363089	Jun	6.959943688	asia	0.963569442
20.95285802	21.35402096	volkswagon	wed	-2.336039132	$912.88	0.00%	-0.037409598	July	-7.197439249	asia	-1.48039868
11.42189482	-22.35359311	Toyota	tuesday	6.312641746	$432.93	-0.02%	-7.022834503	July	-9.210216466	asia	0.163080658
22.19276085	-24.79501213	Toyota	thurday	0.534982842	-$756.85	-0.01%	4.748345723	Aug	-14.99006431	asia	0.887858931
-5.431364538	3.725218631	Toyota	thurday	-6.467550203	$2,245.35	0.01%	-5.173516532	Jun	7.85504486	asia	-0.76827529
5.072577642	-15.9328688	Honda	wed	2.348444821	$1,571.18	0.01%	-1.156954872	May	-0.08502216	asia	0.99915182
-23.00282021	11.9719932	volkswagon	wednesday	3.854790059	-$358.92	0.01%	7.247499076	Aug	-3.5278389	asia	-0.577310521
24.91142016	5.105488468	volkswagon	wed	8.003274736	-$1,031.91	-0.02%	-2.107404627	Oct	13.40101462	asia	-0.822337319
25.16794463	5.564916113	Toyota	thur	3.670255617	$675.21	0.00%	6.100381787	May	-4.826021579	asia	-0.510176853
-18.13134203	0.048226353	Honda	thurday	-0.747103229	-$376.08	-0.01%	0.473526309	Jun	5.675056307	asia	-0.535195129
56.5924328	-16.90209662	volkswagon	thurday	4.345985139	$1,064.40	-0.01%	-7.605750822	Aug	6.918382206	asia	-2.684598412
10.50396694	17.2970191	volkswagon	wednesday	-7.37126809	-$139.92	0.00%	9.936990602	May	0.228961317	asia	0.619124083
59.65536047	-0.490019037	volkswagon	wed	2.664550477	$30.07	-0.01%	8.108623201	Jun	-11.84382665	euorpe	1.398823675
